MENU_TYPE,RESTAURANT_NAME_KOREAN,ADDRESS_KOREAN,MENU_NAME,NATIONAL_PHONE_NUMBER,DISTRICT_NAME,LATITUDE,LONGITUDE,RESTAURANT_NAME_ENGLISH,ADDRESS_ENGLISH,OPENING_HOURS,RATING,RATING_COUNT,PRICE_LEVEL,TAKEOUT_YN,RESERVABLE,BREAKFAST_YN,LUNCH_YN,DINNER_YN,BEER_YN,OUTDOOR_SEAT_YN,MENU_FOR_CHILDREN_YN,RESTROOM_YN,PARKING_LOT_YN,PAYMENT_OPTIONS,REVIEW
한식,소문난복국,"부산광역시 사상구 새벽로202번길 10, 1층 (괘법동)",복국,051-322-4888,사상구,35.158763,128.984529,,"South Korea, Jeonbuk State, Iksan, Eoyang-dong, 번지 1층 632-6 KR","Monday: 11:00AM–9:00PM
Tuesday: 11:00AM–9:00PM
Wednesday: 11:00AM–9:00PM
Thursday: 11:00AM–9:00PM
Friday: 11:00AM–9:00PM
Saturday: 11:00AM–9:00PM
Sunday: 11:00AM–9:00PM",4.0,12.0,,,True,,True,True,True,,False,True,,acceptsCreditCards,"The copy poetry is really killer.
Friendly, delicious and okay
It's delicious
"
한식,왕호돌왕갈비,부산광역시 사상구 사상로 285 (덕포동),돼지갈비,051-302-0460,사상구,35.170447,128.982462,,"Yeosu-si, South Korea","Monday: 11:00AM–10:00PM
Tuesday: 11:00AM–10:00PM
Wednesday: 11:00AM–10:00PM
Thursday: 11:00AM–10:00PM
Friday: 11:00AM–10:00PM
Saturday: 11:00AM–10:00PM
Sunday: 11:00AM–10:00PM",4.3,27.0,,,True,,True,True,True,,,True,,acceptsCreditCards,"Delicious korean traditional food 'gal-bi' in here.
If you visit this place, I assure that you like this food.
Easy to grill because the ribs are unglazed.
If you add dandelion root to radish soybean paste soup, you can eat it.
Even more delicious
The ribs aren't burnt because they're primed and served at the table, and the service is the best.
Also, dessert noodle soup.
It comes unglazed, is delicious, and the price is reasonable. In short, it's good. The dessert portion is also huge for the price.
It's my first time seeing such a tasteless meat restaurant!
It's so delicious that you don't want to eat it no matter who buys it for you.
There was more than half of the fat and the meat was old and tasteless to the point where I just lost my temper.

Miso soup is the worst
"
한식,(주)마하 도피안,부산광역시 사상구 광장로 50 (괘법동),안창살,051-327-0044,사상구,35.162026,128.981918,,,,,,,,,,,,,,,,,,
한식,대궐안집,부산광역시 사상구 광장로 68 (괘법동),소갈비,051-322-1223,사상구,35.161726,128.983997,,"68 Gwangjang-ro, Sasang-gu, Busan, South Korea","Monday: 11:30AM–9:30PM
Tuesday: 11:30AM–9:30PM
Wednesday: 11:30AM–9:30PM
Thursday: 11:30AM–9:30PM
Friday: 11:30AM–9:30PM
Saturday: 11:30AM–9:30PM
Sunday: 11:30AM–9:00PM",4.0,1262.0,PRICE_LEVEL_EXPENSIVE,True,True,,True,True,True,False,False,True,"freeParkingLot, paidStreetParking",acceptsCreditCards,"⭐⭐⭐⭐⭐ Five-star dining at Daegwol -Anjib in Busan 🌃🌉 , Korea 🇰🇷!

We visited for lunch recently in April 2024  during a short visit to Busan. We enjoyed the hearty and generous portions of galbitang 🐮 (a signature dish of this restaurant), and the tasty banchan side dishes.

The staff were all very friendly and accommodating. The food was also  served very quickly so I would recommend even if you don't have much time for lunch.
I visited 대궐안집. The restaurant's meat was fresh, so it tasted great. But, they were expensive. Waiters are friendly to customers. And the vibe was good. In the restaurant, there is a cafe. When you go there, i recommend beef. Another menu is also good.
Previous wad much better than now. quality service is soso....and price is not good.
1. Galbi-tang is the main menu. 2. Despite the large restaurant, it is very clean. 3. You may have to wait a little because a lot of people come. 4. Galbi-tang costs 15,000 won. 5. Unfortunately, it is not delivered.
I was really good but my sister said it is not reasonble price with common taste.
"
한식,밥앤락,부산광역시 사상구 새벽시장로103번길 12 (감전동),정식,051-315-3160,사상구,35.154889,128.985496,,"South Korea, Busan, 감전동 136-12번지 1층 사상구 부산광역시 KR",,,,,,,,,,,,,,,,
한식,외갓집 꼬리 곰탕,부산광역시 사상구 낙동대로 722 (엄궁동),해장국,051-324-5552,사상구,35.125928,128.96852,,,,,,,,,,,,,,,,,,
중국식,만리장성,부산광역시 사상구 새벽시장로56번길 37 (감전동),자장면,051-327-6652,사상구,35.153198,128.979341,Great Wall of China,"Huairou District, China, 101406","Monday: 9:00AM–4:30PM
Tuesday: 9:00AM–4:30PM
Wednesday: 9:00AM–4:30PM
Thursday: 9:00AM–4:30PM
Friday: 9:00AM–4:30PM
Saturday: 9:00AM–4:30PM
Sunday: 9:00AM–4:30PM",4.3,17425.0,,,,,,,,,,,,,"First time to the Great Wall of China. Definitely it's a great experience, taking the cable car up will not make you drain energy and still have some strength to walk until you decide to stop. The scenery was terrifying and I felt the mission was accomplished. Once in a lifetime you must visit this amazing and historical place.
Amazing Experience!!! A dream came True!!! Totally worth it!!! Don't waste your time so book the bus and cable ticket!!!! Almost 4 hours lasts the overall experience! Go very early in The morning! We arrived 08:30 and it was perfect!
It is my first visiting the Great Wall. Since we came on the weekday, the visitors weren't so many. The weather is quite friendly as well. Feel free and enjoy taking pictures in every single moment or place. Not queue 😃
This is truly one of the best reasons to visit China. This is not to be missed. We took the ski lift up ( and down) instead of the steps. You will hike up plenty of steps on the wall so safe your energy for that. There are steep steps and many are not even. Take your time. You can hike up and down the wall for as much time as you wish. The views are truly stunning. You can take a toboggan down in some places if you wish. They looked rather worn. It is hard to imagine how this wall seems to go on forever and how high it actually is. Truly a wonder.
Wow!! It's just stunning when you are standing at the Great Wall of China❤️ MUST VISIT while you're in Beijing. Highly recommend to purchase tickets in advance, skip the line and also just using your passport scan to enter, very convenient.
"
한식,청원복집,부산광역시 사상구 백양대로907번길 25 (모라동),복국,051-311-3558,사상구,35.188053,128.989673,,"Busan, South Korea","Monday: 11:00AM–10:00PM
Tuesday: 11:00AM–10:00PM
Wednesday: 11:00AM–10:00PM
Thursday: 11:00AM–10:00PM
Friday: 11:00AM–10:00PM
Saturday: 11:00AM–10:00PM
Sunday: 11:30AM–8:30PM",4.0,51.0,,,True,,True,True,True,False,False,True,,acceptsCreditCards,"Great!
I ate Magpiebok Saengbokjiri. You can mix the mixing bowl and vegetables that come with the side dish to your taste.
The puffer fish soup that came out was really refreshing!! If you drink it with a little vinegar, the fishy taste disappears and you feel a bit more refreshing(?).
Highly recommended!!
Low price, high quality meat, delicious soybean paste stew
.Kimchi stew seems to be the best value for money.
Unlimited refill primed pork belly and grilled pork ribs are delicious. The owner is also very friendly~~
“This is an unlimited refill pork bulgogi restaurant. It’s charcoal-grilled, so it’s delicious and filling. It’s just good!!”
This is a restaurant specializing in pufferfish soup, recommended by the owner.
I had a very delicious seasonal food, Gadeokdo Daegu Soup.
The side dishes are also neat and tidy.
"
한식,예향,부산광역시 사상구 동주로 6-7 (주례동),생갈비,051-316-9966,사상구,35.147682,128.999403,Yehyang,"Seoul, South Korea","Monday: 11:30AM–9:30PM
Tuesday: 11:30AM–8:30PM
Wednesday: 11:30AM–8:30PM
Thursday: 11:30AM–8:30PM
Friday: 11:30AM–8:30PM
Saturday: 11:30AM–8:30PM
Sunday: 11:30AM–8:30PM",4.0,138.0,PRICE_LEVEL_EXPENSIVE,,True,False,True,True,True,False,,True,,acceptsCreditCards,"Food was amazing and delicious. Everything was seasoned perfectly and felt like a very traditional Korean meal with private rooms. We ordered the course A which came out to 150,000 won pp. the first course was sashimi, then raw octopus, whelk, egg kalbi, fish stew, abalone with bulgogi, and finally grilled pollack. The food comes with many side dishes as well. I would agree with the other reviews that the price is a bit steep, but you do get a lot of dishes. I was extremely satisfied with the meal, service, and presentation.
Very pricey but good food. Unlike my expectations, their food wasn't salty at all and I even thought maybe I need to add some salt. Traditional southern west Korean food and good for business meal.
The food is clean and the service is good. The price is a bit high, but parking is convenient and rare in Gangnam, so I like it.
Perfect Namdo food~ It’s so delicious!
It's nice to have a room where you can eat quietly, and the food is delicious. However, the price is burdensome. I don't know if it's not a business meal, but it's a bit expensive for a light meal.
"
한식,원산갈비,부산광역시 사상구 광장로81번길 27 (괘법동),돼지갈비,051-327-2127,사상구,35.161979,128.98213,,"27 Gwangjang-ro 81beon-gil, Sasang-gu, Busan, South Korea","Monday: 11:30AM–10:00PM
Tuesday: 11:30AM–10:00PM
Wednesday: 11:30AM–10:00PM
Thursday: 11:30AM–10:00PM
Friday: 11:30AM–10:00PM
Saturday: 11:30AM–10:00PM
Sunday: 11:30AM–10:00PM",3.8,33.0,,,True,,True,True,True,False,False,True,,acceptsCreditCards,"The price is relatively reasonable compared to the surrounding areas.
It's a shame that the back meat was frozen.
The default is 5 servings.
The owner is very kind.
Next, pork ribs,,,
First, eat pork belly first.
Then I ate ribs.
Yarn ribs also have thick ribs.
Brings out the taste of old-fashioned ribs
It was a restaurant I came across by chance.
The facility has signs of being old, but
The seasoning for the ribs was just right.
I liked the dried fish because it had an old-fashioned taste.
The portion size is really large for the price. If you want to eat ribs cheaply even though it is difficult to cook on a grill, go there.
The ribs are delicious, but a bit salty, and the side dishes are poor, so I wouldn't recommend it.
"
한식,삼락하동재첩국,부산광역시 사상구 낙동대로1518번길 33 (삼락동),재첩국,051-301-7200,사상구,35.193397,128.985613,,"819-2 Jungpyeong-ri, Geumnam-myeon, Hadong-gun, Gyeongsangnam-do, South Korea","Monday: 8:00AM–8:00PM
Tuesday: 8:00AM–8:00PM
Wednesday: 8:00AM–8:00PM
Thursday: 8:00AM–8:00PM
Friday: 8:00AM–8:00PM
Saturday: 8:00AM–8:00PM
Sunday: 8:00AM–8:00PM",4.2,58.0,,,True,,True,True,True,,False,True,,acceptsCreditCards,"Jecheop Bibimbap is delicious.
Jecheopgukdo tastes refreshing and really good.
However, the amount of Jecheops in Jecheopguk is a bit small.
If there was an additional menu, even if you had to pay extra,
I almost want to eat it.
I just can't add a tie for an extra fee.
I gave it 4 stars
The food was delicious, but very unfriendly. Two older men are working, and there aren't many customers, but they can't even clear the table, and even though I ordered another dish, they just threw it away for me to eat without a word of apology. Wow... This is the first time I've seen something like this in my life. I took the wrong order from the person sitting next to me, but when I got there, I was so distracted that I apologized for giving the wrong order, and we just told them to eat in a casual manner. What kind of situation is this?? I'm giving it 2 stars because the food was delicious, but I don't think I'll go there again.
I rode the zip line and had a very delicious meal.
Jaecheopjeon and Jaecheop Rice Bowl are absolutely fantastic.
Delicious. The owner said that if we didn't have enough soup or rice, she would give us more. I had a decent lunch.
I was hungry... so I needed breakfast... so I ate, but it would have been better to just take the cable car up and eat ramen at the kiosk while looking at the view😭😭😭

The price is not cheap either.

The clam soup was fishy and not very rich. It was the first time I was disappointed with clam soup. At least the seasoned clam chow mein was delicious.
"
한식,곰보식당,부산광역시 사상구 낙동대로 1564 (삼락동),안심,051-304-7733,사상구,35.196559,128.987823,,"50-1 Samnak-dong, Sasang-gu, Busan, South Korea","Monday: 10:00AM–10:00PM
Tuesday: 10:00AM–10:00PM
Wednesday: 10:00AM–10:00PM
Thursday: 10:00AM–10:00PM
Friday: 10:00AM–10:00PM
Saturday: 10:00AM–10:00PM
Sunday: 10:00AM–10:00PM",4.1,436.0,PRICE_LEVEL_MODERATE,,True,,True,True,True,False,False,True,"freeParkingLot, freeStreetParking",acceptsCreditCards,"Among the beef I ate at the restaurant, was there any beef that I ate this delicious?

It's a restaurant with many advantages:

1) Directly slaughtering beef and serving only the best parts

2) Clean and delicious side dishes

3) Even rice soup worth paying to eat separately.

There are few meat restaurants in Seoul that have impressed me this much.

The best beef restaurant in Busan! The restaurant has been renovated, so it's clean and the service is good! Strong recommendation!
The staff is friendly and the basic side dish settings are good.
The meat was delicious because it was touple, and the soybean paste stew was worth eating. However, it is not cheap compared to the grade. Considering the touple, it is not enough to fill your stomach with only meat, but it is close to 180,000 won. Haha. The short ribs were a bit disappointing because they had a lot of fatty parts like salchisal or upjinsal, and the sirloin was not good. It was good, but it was a shame it was too thin. Still, the meat tasted quite good. A lot of people come for lunch, so I think I should try the Yukhoe Bibimbap or Yukhoe Bibim Ramen next time.
I visited because I wanted to eat Yukhoe Bibimbap.
As a driver, it was very convenient to have a parking space. If you order Yukhoe Bibimbap, the blood sausage soup that comes with it is also excellent.
I am 100% willing to visit again.
The food, service, and atmosphere are the best ^^ Not only the taste of the meat, but also the surrounding side dishes, raw beef bibimbap, and galbitang, there is nothing that is not delicious. It's so great.
It's the best.
The combination of blood sausage soup and beef bibimbap is a really good combination for lunch for office workers. However, I feel that the price is a little expensive. After the remodeling, parking has become more convenient and the interior is also neat and tidy. It is one of Busan’s representative restaurants. I hope it does well for a long time and becomes a 100-year-old store. ^^
"
한식,여로수산도매회센타,부산광역시 사상구 백양대로 977-1 (모라동),생선회,051-312-2881,사상구,35.193465,128.992711,,,,,,,,,,,,,,,,,,
한식,와와샤브(대신점),부산광역시 서구 대영로 54 (서대신동1가),샤브샤브,051-245-3330,서구,35.10967799,129.0173014,,"54 Daeyeong-ro, Seo-gu, Busan, South Korea","Monday: 11:00AM–10:00PM
Tuesday: 11:00AM–10:00PM
Wednesday: 11:00AM–10:00PM
Thursday: 11:00AM–10:00PM
Friday: 11:00AM–10:00PM
Saturday: 11:00AM–10:00PM
Sunday: 11:00AM–10:00PM",4.0,31.0,PRICE_LEVEL_MODERATE,,True,,True,True,True,False,,True,,acceptsCreditCards,"Wonderful
The self-service bar is small, but the shabu-shabu taste is nice and mild. I liked that the table setting was quick.
It's not something you would come from far away to eat, but it's good enough for a local restaurant.
I ordered it through delivery and was so impressed with the taste and quantity that I went there in person.
It was delicious. I'm full from shabu shabu^^
It was great to be able to self-refill vegetables.
Above all, I would like to give the highest marks to the friendly service.
Salad bar is available and additional meat is 5,000 won per person :)
You can use the salad bar, so you can bring as many vegetables as you like, get your own Vietnamese spring roll refills, and there are drinks as well. The amount of meat is reasonable for the price, but the soba noodles, which I like, are not very tasty. Every time I go, I always get caught...
"
한식,물마,부산광역시 서구 대영로45번길 62 (서대신동3가),전복구이,051-256-6664,서구,35.11212056,129.0151818,,,,,,,,,,,,,,,,,,
한식,옛날오막집,부산광역시 서구 구덕로274번길 14 (동대신동1가),양곱창,051-243-6973,서구,35.10882848,129.0197041,Old Cottage,"14 Gudeok-ro 274beon-gil, Seo-gu, Busan, South Korea","Monday: 12:00–9:30PM
Tuesday: 12:00–9:30PM
Wednesday: 12:00–9:30PM
Thursday: 12:00–9:30PM
Friday: 12:00–9:30PM
Saturday: 12:00–9:30PM
Sunday: 12:00–9:30PM",4.1,800.0,,True,True,False,True,True,True,False,False,True,freeParkingLot,acceptsCreditCards,"Best Korean BBQ I have ever eaten. Such amazing service, food and history under one roof. Very happy to accommodate us as foreign customers. The place was very busy but I cannot recommend the experience enough. Must try for an authentic Korean BBQ experience in Busan. Do not miss out
The meat was grilled by the staff.
The food was delicious overall.
The staff were all friendly.
It is not far from the outdoor parking lot, but it is a little far from the store.
good place to have Gobchang(part of beef)!! and don't miss udon noodle~
not reasonable price
Great and best
"
식육(숯불구이),금오생고기,부산광역시 서구 충무시장길 10 (충무동1가),삼겹살,051-254-7639,서구,35.0960145,129.0235036,,,,,,,,,,,,,,,,,,
식육(숯불구이),고주몽,부산광역시 서구 구덕로148번길 43-1 (토성동1가),참숯불갈비,051-246-2452,서구,35.09824352,129.0232025,Gojumong,"43-1 Gudeok-ro 148beon-gil, Seo-gu, Busan, South Korea","Monday: 11:00AM–8:30PM
Tuesday: 11:00AM–8:30PM
Wednesday: 11:00AM–8:30PM
Thursday: 11:00AM–8:30PM
Friday: 11:00AM–8:30PM
Saturday: 11:00AM–8:30PM
Sunday: 11:00AM–8:30PM",3.9,305.0,PRICE_LEVEL_MODERATE,,True,False,True,True,True,False,False,True,,acceptsCreditCards,"The service was fantastic. The noodle dishes were not that great but a little disappointed.
Great choice for BBQ in town, both 2 options pork and beef.
good
I like the lunch menu
I eat a lot, including soybean paste cold noodles.
I used it alone for lunch.
I was told that the lunch set 14,000w was ordered for 2 people.
The staff can't speak Japanese, but they helped us with a translation app.
There was more than I could eat by myself. It's delicious.
The other customers were mostly local Koreans.
I paid by credit card for 33,000w including one beer.
"
한식,미성하모샤브샤브,부산광역시 서구 충무대로 124 (암남동),생선회,051-244-6143,서구,35.08135215,129.0252173,,"South Korea, Busan, Seo-gu, 암남동 95-21","Monday: Closed
Tuesday: 11:30AM–3:30PM, 4:30–9:30PM
Wednesday: 11:30AM–3:30PM, 4:30–9:30PM
Thursday: 11:30AM–3:30PM, 4:30–9:30PM
Friday: 11:30AM–3:30PM, 4:30–9:30PM
Saturday: 11:30AM–3:30PM, 4:30–9:30PM
Sunday: 11:30AM–3:30PM, 4:30–9:30PM",3.9,155.0,,,True,False,True,True,True,False,False,True,,acceptsCreditCards,"@4 people visited@
It's been a while since I was impressed by natural taste!
The basic side dishes are okay, and the hamo shell jelly is not refillable.
(The taste was unique)
Hamohoe I couldn't taste anything. It felt like sekoshi (bone and meat together)!
The Hamo Shabu Shabu comes whole with the bones missing, and when you dip it in the broth, it blooms like a flower..🤩
It came with a special sauce, but when I dipped it in, it wasn't salty and it was delicious!!!
At the staff's recommendation, I ate porridge first and then ramen noodles.
When I made ramen, the soup went in, so when I ate the porridge later, it was a bit bland, so I set aside the soup and ate the porridge, but the staff made the first part for me first. They were kind and brought out the side dishes quickly when I requested them.
However, because the surrounding area is a bit noisy, it is difficult to call the staff 😂
It felt like I was eating a Hamo course meal, but it was properly nourishing.

The total amount
Hamohoe (small) 70,000 + Hamo shabu-shabu (medium) 110,000 + porridge 4,000 (minimum 2 people) + ramen sari 2,000 = 186,000
2020-06-25 Douglas Fir Hamo Sashimi Shabu Shabu

It might be personal preference, but
I wonder if this is a fish that Hamo would pay this price for.
Only the sauce is slightly different from the poached conger eel (hamo yubiki) eaten in Yeosu, but the broth and eating method are the same.
The prices are scary even in Yeosu, but four adults could eat one meal worth 140,000 won and finished off with Hamotang. I think this is a pretty reasonable(?) price.
The 8,000 won hamotang is a Gyeongbuk-style loach stew, cooked in a mild vegetable soup style and very delicious.
It's hard to recommend it because of the price, but you can taste delicious pike eel in Busan without having to go to Yeosu, and it's not inferior to the taste of Yeosu.
A place where you can enjoy delicious raw conger eel or shabu-shabu. The pike eel stew is also delicious. You can park right in front of the store or on the breakwater behind the store. Closed on the first and third Sundays.
However, the somewhat expensive price and unfriendly attitude of the staff are disappointing.
A place where you can eat Hamo Shabu Shabu.
It is worth eating as a delicacy in summer.
The price is a bit expensive, but I recommend it.
As of August 2017, one piece worth 100,000 won is enough to feed 2-3 people.
"
한식,연승장어식당,부산광역시 서구 충무시장길 12 (충무동1가),장어구이,051-243-5083,서구,35.09593366,129.0234697,Eels winning restaurant,"17-6 Chungmu-dong 1(il)-ga, Seo-gu, Busan, South Korea","Monday: 11:00AM–10:30PM
Tuesday: 11:00AM–10:30PM
Wednesday: 11:00AM–10:30PM
Thursday: 11:00AM–10:30PM
Friday: 11:00AM–10:30PM
Saturday: 11:00AM–10:30PM
Sunday: 11:00AM–10:30PM",3.8,48.0,PRICE_LEVEL_MODERATE,,True,,True,True,True,,False,True,,acceptsCreditCards,"The taste was good for the price.
Especially if you order eel stew set meal.
Unlike other places, grilled eel was served.
You can enjoy a variety of sea eel dishes, and the savory raw fish is excellent.
The taste is classic and clean. Be sure to try it.
It was a beautiful restaurant, but it was closed.
Eel set meal 12,000 won (eel stew + eel fry) great value for money
"
식육(숯불구이),이조숯불갈비이조정식,부산광역시 서구 구덕로339번길 31-1 (서대신동3가),숯불갈비,051-248-5104,서구,35.11331001,129.0141544,,"300-1 Seodaesin-dong 3(sam)-ga, Seo-gu, Busan, South Korea","Monday: 12:00–9:00PM
Tuesday: 12:00–9:00PM
Wednesday: 12:00–9:00PM
Thursday: 12:00–9:00PM
Friday: 12:00–9:00PM
Saturday: 12:00–9:00PM
Sunday: 12:00–9:00PM",4.3,74.0,PRICE_LEVEL_MODERATE,,True,False,True,True,True,False,False,True,,acceptsCreditCards,"Nice Korean dishes
The owner is so kind
Everything from raw fish to meat is really delicious~~
It's delicious. It's remodeled and clean.
I went around 3 p.m. and the meal cost 10,000 won per person, but I think I slept less than I thought. The menu didn't have anything particularly delicious.
The food is delicious and good value for money, but it's located in a narrow alley.
Due to its location, there is no parking space. check it on the internet
If you pay 1,000 won per hour to the nearby Seodae Shin Cathedral,
It says you can park, but parking is not possible.
Therefore, it is advisable to use public transportation.
"
회집,태성식당,부산광역시 서구 송도해변로 149 (암남동),생선회,051-242-1886,서구,35.07669677,129.0225054,Taeseongjip,"66-13 Jangwi-dong, Seongbuk District, Seoul, South Korea","Monday: 11:00AM–10:00PM
Tuesday: 11:00AM–10:00PM
Wednesday: 11:00AM–10:00PM
Thursday: 11:00AM–10:00PM
Friday: 11:00AM–10:00PM
Saturday: 11:00AM–10:00PM
Sunday: Closed",4.4,254.0,PRICE_LEVEL_EXPENSIVE,,True,,True,True,True,False,False,True,,acceptsCreditCards,"All can enjoy and smile. Skirt steak, beef tartar, and beef soup are strongly recommended, and nobody will regret it.

- Hoesikin
I was here with my supervisor. It is in between residental area that i as foreigner dont think i can find this place. The 설렁당 there was so nice, the soup was light and just sweet enough.  I felt so fresh after each spoon. The service was really Worth it!!!
two thumbs up! 한우 is the best and 설렁탕(도가니탕) as well.
Good quality but expensive ㅜㅜ
A+3
"
한식,신창국밥,부산광역시 서구 보수대로 53 (토성동1가),돼지국밥,051-244-1112,서구,35.10092634,129.0225341,Sinchang Gukbap,"53 Bosu-daero, Seo-gu, Busan, South Korea","Monday: 10:00AM–10:00PM
Tuesday: 10:00AM–10:00PM
Wednesday: 10:00AM–10:00PM
Thursday: 10:00AM–10:00PM
Friday: 10:00AM–10:00PM
Saturday: 10:00AM–10:00PM
Sunday: Closed",3.8,499.0,PRICE_LEVEL_MODERATE,True,True,True,True,True,True,False,False,True,,acceptsCreditCards,"Authentic 2 generations run Gukbap started by the mother who is still doing the cooking. Light broth with melt in the mouth meat, intestines n belly pork
The pork soup at Sinchang Gukbap is very honest in its flavor.
The pork is very tender with no off-flavors, and the flavor of the miso or shrimp dipping sauce will keep you coming back for more. The pork sundae is also very soft and doesn't have the characteristic sundae odor, so it tastes great when dipped in Sinchang's sauce. The pork sundae is also very soft and has no distinctive sundae flavor. The pork soup has a very refreshing flavor and doesn't have the porky smell typical of pork soup. It has a very clean flavor that reminds you of the last time you ate soup.  I highly recommend Sinchang Gukbap. It's the best pork soup I've ever had. I didn't take a picture of the pork soup because it was so delicious.
It's good, allright, there are organs and blood sausage in the normal soup.  If those are not your cup of tea, be forewarned.   Broth is tasty and the blood sausage is on point.
Staff were lovely and very attentive. Delicious food, would go again
Not impressive, there are a lot better places than this Gookbab restaurant.
"
중국식,꾸냥만두,부산광역시 서구 구덕로321번길 11 (서대신동2가),"탕수육, 만두",051-247-6903,서구,35.11221244,129.0160495,,,,,,,,,,,,,,,,,,
일식,동경초밥,부산광역시 서구 구덕로315번길 20-1 (서대신동2가),생선초밥,051-242-5788,서구,35.11193625,129.0156622,,"10-1 Seodaesin-dong 2(i)-ga, Seo-gu, Busan, South Korea","Monday: 11:00AM–10:00PM
Tuesday: 11:00AM–10:00PM
Wednesday: 11:00AM–10:00PM
Thursday: 11:00AM–10:00PM
Friday: 11:00AM–10:00PM
Saturday: 11:00AM–10:00PM
Sunday: Closed",3.9,149.0,,True,True,False,True,True,True,False,False,True,,acceptsCreditCards,"Long been renowned for foodies but expensive
It was great...
Old-fashioned atmosphere. The food is very good. The friendly staff also makes me want to visit this place again. However, because there are fewer staff than customers, service is a bit slow. But really delicious meals are served.
This is a great place to host luxurious guests.  The food, including the raw fish, is neat and good.  If you look closely, rather than just looking at a kimbap, you will see that a lot of care was put into it.  There is a tower parking lot, so parking is not inconvenient. It's on the 2nd floor. Use the elevator, not the stairs. I have a hard time walking for no reason. lol
It was clean and the food was good.
"
한식,굴마을,"부산광역시 서구 구덕로 167, 지상2층 (아미동1가)",굴국밥,051-241-5186,서구,35.09949147,129.0195219,,,,,,,,,,,,,,,,,,
분식,원조18번완당,부산광역시 서구 구덕로238번길 6 (부용동1가),완당,051-256-3391,서구,35.10571231,129.020455,,"6 Gudeok-ro 238beon-gil, Seo-gu, Busan, South Korea","Monday: Closed
Tuesday: 10:30AM–7:30PM
Wednesday: 10:30AM–7:30PM
Thursday: 10:30AM–7:30PM
Friday: 10:30AM–7:30PM
Saturday: 10:30AM–7:30PM
Sunday: 10:30AM–7:30PM",4.2,1321.0,PRICE_LEVEL_MODERATE,True,False,,True,True,False,False,False,True,,acceptsCreditCards,"I love this place and also the food! I would recommended the 완당 (wandang) and 발국수 (balguksu) for you to order at the same time. Wandang is mandu or Chinese dumpling soup. Balguksu is cold buckwheat noodles. They served it on a bamboo-weaved bal with thin ice in an accompanying broth. Dipping the buckwheat noodles with the icy broth before eating! The taste was amazing. I like it. Most of the people when came here will order these two menu. 👍👍👍
It is slightly expensive since the 7000 won indicated on the menu gets you half portion of soba. However, it has the best texture of all the soba I had so it was worth it. The dipping sauce is good too. Udon is slightly below average. Udon noodle was a bit soggy.
Mediocre compared with the past. This is why it is not crowded any more, still less a line. A shame.
The food is no more than any average. Didn't have any special local color besides the woven baskets/trays where the cold soba noodles are being served.
It is very tasty, and they give large servings in a good price.
"
한식,소향갈비탕,부산광역시  기장군 기장읍 차성남로51번길 17,갈비탕,051-722-6234,기장군,35.242751,129.215111,,"17 Chaseongnam-ro 51beon-gil, Gijang-eup, Gijang, Busan, South Korea","Monday: 9:00AM–5:00PM
Tuesday: 9:00AM–5:00PM
Wednesday: 9:00AM–5:00PM
Thursday: 9:00AM–5:00PM
Friday: 9:00AM–5:00PM
Saturday: 9:00AM–5:00PM
Sunday: Closed",4.2,480.0,PRICE_LEVEL_INEXPENSIVE,True,,True,True,True,True,False,False,True,freeParkingLot,acceptsCreditCards,"Very GooD
A delicious rib soup restaurant with plenty of food for 10,000 won and good value for money
There is a baby chair. There may be a wait. Local restaurant feel. The taste is nothing special, but it feels great for the price. I also want to try hotpot.
These days, the price is cheap and delicious. Galbitang 9,000 won / hot pot 12,000 won. Kimchi / radish radish are delicious.. Like the market, they provide a lot of meat in the galbitang / The owner and everyone working are friendly ~ “Ralbitang to-go is available” There are a lot of people during lunch time. Waiting for 5-10 minutes. ”
It's cheap, friendly, and delicious. Kimchi is a bit disappointing for my taste!
It's delicious and the staff are very friendly.
You should always be prepared to wait when you visit, and both the galbitang and bulgogi hotpot are above average.
"
